requirement_id,source_document,source_document_sha256,source_line,clause_index,source_clause_sha256,original_norm,normative_signal,section,section_heading,verifiable_expectation,runtime_entry,code_locations,config_or_schema_locations,regression_test_locations,dynamic_evidence,paper_location,status,blocking_type,repair_or_boundary
ZR-L0778-C05,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,778,5,cc77d87227bb9b8f6f5083682c1c2b696cf735f7fb11ca3a65de8701b15ab537,[OMITTED_FROM_PUBLIC_REPOSITORY],"TERM:不能,只能",5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0780-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,780,1,7c48912fb609a0256d3de77c02eab48717bd0521d0a7b8a5c0436170c97998b6,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0780-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,780,2,0abe80ddbe3557540c2abccfcb272e8ede8e6a1260d0ad2336d07ffa774f4c6e,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:不能,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0780-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,780,3,88ef6668692c43aadfd3c2bece5cf59317cc245e47bc33de65b5b5e5b74992c0,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:必须,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0780-C04,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,780,4,bff5c0a62e1ce2c0030f53e9360da79c97c39fb23b2f4e4f262c5f04b225a72c,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:冻结,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0782-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,782,1,377b2ca2ecdc17b4c5bb9125f6777e8ffad99348fdcc5d605cfd2f2f3df61535,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0782-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,782,2,3c29915e39e1de3e3a2a36979b5a9c4f71e1c30601e91521a9127ecf19c60c05,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:冻结,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0782-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,782,3,afa7e526669579a0c2a880d07e2e2f6d02cd532b453c94426344f331c419a314,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0784-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,784,1,8fe256b0c08a298edd8dd464e430b13093db64c486f9cede725f47b417415ef1,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0784-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,784,2,99aa87384ee5edc60afeec794f45fe848412d0945dff50a6cedc3b3708ad9369,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0786-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,786,1,b628125643ab35014de8866ebbbb015223aed5a6df935ba0339f9773cffdcc45,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0786-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,786,2,55ef11e6b30d6400eceffa3ee8f81cef67365f501aa4fd75a9c0f883477a79e8,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0786-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,786,3,18c0fd5ae1a5d465cec8f364a094f7719df53a3ad810b3400567cfe0a222e8e4,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0788-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,788,1,c8e7a554803ef0892fecfd03e8002de3a8c3d51524ab6ea63cee4a267dfe175c,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:必须,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0788-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,788,2,d7dd11a452c26147d67eb535d3df67299b1ae719f1e7dd09cc11812adec2ef4e,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0791-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,791,1,50f745d3ec9731b16130dc0339273e0415cce3fa34797f0643c80ac4a98005d0,[OMITTED_FROM_PUBLIC_REPOSITORY],FORMULA_OR_CONDITION,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0794-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,794,1,4b0c4e9ec4a3975f83c340faa9ec045dac4be602cf30c4db8ccc12d95734ec0f,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0797-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,797,1,43518c3ce3bf2895eea3b4891630c980e36c67d62b60bec60be039a70970584d,[OMITTED_FROM_PUBLIC_REPOSITORY],FORMULA_OR_CONDITION,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0800-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,800,1,2167f2adfefb3bf6f8cb639d9c14586902f1f7d61bfa95b02e367e9c4fd30a35,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0800-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,800,2,aa91218bdeaa4d7f94c06d3d6edc148a43a90e826f3a4fd991c9b5ba0757e3b6,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0802-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,802,1,38cd40eb3b2933b299f4cb850e26402774f3ff21cfaef28ad5ae241c0357068c,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0802-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,802,2,e8d81ffa3cce0f136f76246e97edd411a37aa54adf468a857617b993a82c6f82,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0802-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,802,3,9ae10ec5d977a55e465384e4cb49e7d6c59c74d4698cd142ce2eea70b5527863,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0804-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,804,1,b3ab798930a3e36395045549bcbcef8a853316a13577fc67badfbc3713dda97d,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:阈值,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0804-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,804,2,78785c6d5ac4d7566aab1717044630ec0ad94a7558cc87ab5b6ba48ade195424,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:冻结,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0804-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,804,3,ff00860d68cc3221af078d5ff55daf5f9000ee3d5338353905bbbfece644f473,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0806-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,806,1,29574b6343720a1068ca59e153e4db7f09c7cd3547a4b450a8f4e79ee0b1187a,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:不能,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0808-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,808,1,58c1f2adf7351b1dca128ba08d96de08ebd87946afe254ec133a7f07a2e3440c,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:不能,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0808-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,808,2,8924ced177e8662a254a4e3717d9d67a8ab8ff9b43de3f3c7c1a19b3edd6cdfe,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0811-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,811,1,75ffec25fb38e70ebd470611bc3d910a56157c4f8a099977e55a50021549105e,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:条件,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0812-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,812,1,06d4c6b08b7e74ff6472cb34e59a34eedb3474bf60f6e820134b60c223de4c0c,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,5,[OMITTED_FROM_PUBLIC_REPOSITORY],"CGS, native metrics, q_comp, p_fail, support, and calibration remain separate and use registered units.",run-evaluation; run-risk,formal_v2/formal_evaluation.py:53; formal_v2/formal_risk.py:1736,formal_v2/configs/formal_v2.json:96,formal_v2/tests/test_risk_path_evaluation_integrity.py:58,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
